,filename,label
145,../../Datasets/ChineseDetection/test1/a046f57faf17d1dc9efa6a1c1428dbc8a0b45d39.jpg,"[23, 13, 53, 79, 71]"
146,../../Datasets/ChineseDetection/test1/b74c595150acb335ac48f28fc74905a89a60e84d.jpg,"[23, 46, 79, 67, 10]"
147,../../Datasets/ChineseDetection/test1/9e58b83bb475094fa1bd89e6bd006f968162a970.jpg,"[80, 50, 82, 38, 77]"
148,../../Datasets/ChineseDetection/test1/b2ccd38aca036d53b791171e7f0197f57e249211.jpg,"[54, 85, 87, 97, 95]"
149,../../Datasets/ChineseDetection/test1/9c2e76406a098746cd53e422acf0c3b9e43a8fbd.jpg,"[42, 41, 84, 85, 10]"
150,../../Datasets/ChineseDetection/test1/b19f0a2564dfed6be0b57d14891780adb7c1e167.jpg,"[71, 57, 69, 53, 13]"
151,../../Datasets/ChineseDetection/test1/925b7be28b31405a0dd665b218936ac9bddbd292.jpg,"[25, 76, 77, 44, 12]"
152,../../Datasets/ChineseDetection/test1/9af5bc01984377839297fcf46df75d1662d767dc.jpg,"[92, 46, 77, 79, 94]"
153,../../Datasets/ChineseDetection/test1/b9a94f814804d76a9e47e84d3f7f64a5e93071d7.jpg,"[88, 38, 89, 69, 62]"
154,../../Datasets/ChineseDetection/test1/a8a993f2107715088dd2436137080df80ebd99a8.jpg,"[69, 78, 71, 31, 22]"
155,../../Datasets/ChineseDetection/test1/9e92b237d097916baafe164791e6ea5e7075e16f.jpg,"[65, 67, 66, 68, 46]"
156,../../Datasets/ChineseDetection/test1/beefcdae3b2e94d11dfec1eaa61a56fc11920082.jpg,"[42, 21, 91, 45, 87]"
157,../../Datasets/ChineseDetection/test1/682de65d97dd5af0a3ce44ba465a654dedd61d41.jpg,"[98, 55, 78, 68, 21]"
158,../../Datasets/ChineseDetection/test1/b6f681a6fd647262d605aa023f91df5b770842e0.jpg,"[81, 89, 45, 69, 38]"
159,../../Datasets/ChineseDetection/test1/aa854fe6514cef56639a7926fea8ca4a5a9ecc47.jpg,"[35, 44, 16, 69, 33]"
160,../../Datasets/ChineseDetection/test1/9e87a53b5debc276e602a8697be0bb27e53492ed.jpg,"[88, 69, 92, 52, 62]"
161,../../Datasets/ChineseDetection/test1/9b877d0ac6d0c7ac0af048fd7b42bcfc73159219.jpg,"[36, 41, 46, 78, 85]"
162,../../Datasets/ChineseDetection/test1/b78a778b21b477494f501bd17704d8a838cb4590.jpg,"[44, 85, 69, 37, 25]"
163,../../Datasets/ChineseDetection/test1/8c58b8b74025058f80466acf910059e5fc9b3310.jpg,"[55, 29, 68, 59, 2]"
164,../../Datasets/ChineseDetection/test1/8f79e43a7135e520040eca69eb83547a689684ce.jpg,"[32, 31, 47, 46, 10]"
165,../../Datasets/ChineseDetection/test1/848768fa40386c1629d79841b36e05257f32000f.jpg,"[62, 45, 21, 58, 85]"
166,../../Datasets/ChineseDetection/test1/785e9770b86862e9c3c96b364e2d3630d6e578b5.jpg,"[87, 75, 66, 21, 32]"
167,../../Datasets/ChineseDetection/test1/8435fc11af3c61d5692a6b7ba3b5da344302c5d8.jpg,"[75, 19, 32, 20, 87]"
168,../../Datasets/ChineseDetection/test1/adf7e7f7441f287dd2d7216551696d58f9f59a4f.jpg,"[37, 75, 39, 83, 97]"
169,../../Datasets/ChineseDetection/test1/ac69fef69391bc8d7cb2e0116dc5ec7a4d19648b.jpg,"[63, 86, 83, 90, 10]"
170,../../Datasets/ChineseDetection/test1/af88e9c50f3d54bea55771f99dd4a91422f07b57.jpg,"[15, 98, 10, 55, 84]"
171,../../Datasets/ChineseDetection/test1/bdd74d9a9f60a63ace4cf7678253c26140e097a9.jpg,"[85, 46, 4, 99, 44]"
172,../../Datasets/ChineseDetection/test1/9e79141101c7b63ca32064d96e4e724f36a87948.jpg,"[16, 98, 85, 10, 94]"
173,../../Datasets/ChineseDetection/test1/94a09c1d2bee631c82eb1d4d30ce021dd599fd2d.jpg,"[66, 87, 78, 71, 69]"
174,../../Datasets/ChineseDetection/test1/9e1b1a26d9123f7e1ad35cb5d999221e44fcf332.jpg,"[49, 99, 0, 89, 82]"
175,../../Datasets/ChineseDetection/test1/b7999544bf5dc38585698763a14b8849bdd54f27.jpg,"[98, 55, 60, 29, 68]"
176,../../Datasets/ChineseDetection/test1/b8ffb272e73de4bc5fba07b9a27c93427b15fdfa.jpg,"[35, 36, 41, 64, 16]"
177,../../Datasets/ChineseDetection/test1/aa23400b943fe35654ea6603792a618aef816e9f.jpg,"[48, 20, 13, 31, 27]"
178,../../Datasets/ChineseDetection/test1/ae50e323e6d9ad47a1038f7cffd46d0f8ad092f1.jpg,"[15, 86, 59, 55, 2]"
179,../../Datasets/ChineseDetection/test1/a58a30aaf749c6aea76d2a220da3520d7286f9e1.jpg,"[2, 58, 29, 15, 69]"
180,../../Datasets/ChineseDetection/test1/a66e7077f36545a9649e715689251db1ee5040b8.jpg,"[86, 11, 12, 81, 48]"
181,../../Datasets/ChineseDetection/test1/bbc2c492a034c303f171503a7244ff013ab2ddf4.jpg,"[2, 96, 74, 57, 93]"
182,../../Datasets/ChineseDetection/test1/a35ff5c5cce4e0bf2c1e6ed149e6212f98cbdedb.jpg,"[1, 32, 87, 99, 30]"
183,../../Datasets/ChineseDetection/test1/aa493fc01ff9b50feb49f1009875f0d0e8aeb4f2.jpg,"[99, 57, 0, 49, 32]"
184,../../Datasets/ChineseDetection/test1/bae734039acf9e50e015314c539d4a5cc14ee816.jpg,"[52, 55, 69, 57, 68]"
185,../../Datasets/ChineseDetection/test1/9bbe620ce77b14b58f5f53885046e007a3465061.jpg,"[92, 69, 91, 94, 52]"
186,../../Datasets/ChineseDetection/test1/bfe7c5527b238937f89166ebae8f4619b29cfaf3.jpg,"[45, 91, 88, 38, 89]"
187,../../Datasets/ChineseDetection/test1/89433d4c5aded55a3b74cde8c95cd20ddb94d6c6.jpg,"[96, 90, 4, 29, 59]"
188,../../Datasets/ChineseDetection/test1/a43062a36c43c47e53d01953365607584ec521cf.jpg,"[6, 38, 21, 32, 85]"
189,../../Datasets/ChineseDetection/test1/a35e591fff8ad7da45a808f2b11a4eed357fb664.jpg,"[3, 32, 31, 8, 11]"
190,../../Datasets/ChineseDetection/test1/ccf0943afdb252ae9d0962d956405f464c172c76.jpg,"[83, 10, 49, 82, 89]"
191,../../Datasets/ChineseDetection/test1/bfe6302c58456193e1b36076851925391a5d06c2.jpg,"[52, 55, 69, 57, 22]"
192,../../Datasets/ChineseDetection/test1/d468d13c76f5a3055e4add6f1b7f2f5e5af42b04.jpg,"[47, 88, 45, 46, 69]"
193,../../Datasets/ChineseDetection/test1/a56870fff54708a4e5f93b3efd426e32c65cfccb.jpg,"[37, 75, 25, 39, 69]"
194,../../Datasets/ChineseDetection/test1/c14e2da0349a71e7006f7a8f95e42ba54bc103c1.jpg,"[24, 10, 46, 78, 76]"
195,../../Datasets/ChineseDetection/test1/a20db1596b565c36eec1413abec1426bbebf56af.jpg,"[65, 68, 69, 52, 78]"
196,../../Datasets/ChineseDetection/test1/8708db1350e2540896232db48c8220ff9ebacb10.jpg,"[96, 16, 14, 50, 44]"
197,../../Datasets/ChineseDetection/test1/9ee34176f62122204b47232d07736652a60e771c.jpg,"[9, 10, 94, 16, 24]"
198,../../Datasets/ChineseDetection/test1/a88b51f90505cb649127b81a988ac5b0f9661dfb.jpg,"[11, 86, 4, 85, 90]"
199,../../Datasets/ChineseDetection/test1/be9d2db20b49f4acef96fd39e000590cae486e26.jpg,"[84, 99, 55, 76, 52]"
200,../../Datasets/ChineseDetection/test1/7976a21cf605f9d765417a71428ff6d0ee419977.jpg,"[98, 2, 12, 55, 79]"
201,../../Datasets/ChineseDetection/test1/8a75decd08ef00beb0595711465d9c39b0ed5687.jpg,"[22, 85, 19, 44, 97]"
